B-14,ビジネスサポートデスク（ロシア貿易支援）,浜田港ロシア貿易サポートデスク（島根県浜田市熱田町2135-8 運営受託者：株式会社エル・アイ・ビー）<br />TEL ：0855-25-5115 <br />FAX ：0855-27-3497 <br />E-mail：supportdesk@lib-corp.co.jp <br />平日9：00～17：00（土日祝日及びGW／夏季休暇／年末年始除く）,ロシアとの貿易に関してご相談いただけます,浜田港ロシア貿易発展プロジェクト（H27年度～ H29年度）では、ロシア貿易を検討している企業に対する支援窓口を開設し、浜田港活用によるロシア貿易のお手伝いを行っています。 対象者浜田港を利用したロシアビジネスの展開を検討している企業等 事業内容①商品についてのロシア側企業のニーズ調査 ②ビジネスマッチング ③現地事情のレクチャー ④文化・観光等の情報発信 など （注）本センター・（デスク）はロシアでのビジネス支援にかかる行政サービスを行うものであり、直接の営業行為に係る業務は行いません。 利用方法支援は無料で行いますが、センター・（デスク）をご利用になる場合は、下記「お問い合わせ」まで 支援機関島根ビジネスサポートセンター（在ウラジオストク市）浜田港ロシア貿易サポートデスク（在浜田市）
B-15,島根・ビジネスサポート・オフィス（タイ バンコク）,公益財団法人しまね産業振興財団販路支援課国際化支援グループ<br />TEL ：0852-60-5114<br />E-mail：kaigai@joho-shimane.or.jp<br />島根県商工労働部産業振興課 海外展開支援スタッフ<br />TEL ：0852-22-5303<br />E-mail：kaigai-tenkai@pref.shimane.lg.jp,アセアンでの事業展開に関してご相談いただけます,アセアンでの事業展開に関する相談・アドバイスや現地での情報提供などに広く対応する「島根・ビジネスサポート・オフィス」をタイ王国バンコクに設置し、県内企業のアセアン地域での事業展開を支援します。 対象者 島根県内に事業所を有する企業（製造業・非製造業を問いません） 支援対象地域 タイを中心とするアセアン諸国 インドネシア、カンボジア、シンガポール、タイ、フィリピン、ブルネイ、 ベトナム、マレーシア、ミャンマー、ラオス（全10ヶ国） 事業内容 ①海外での事業展開に関する相談 ②現地情報収集・提供 ③取引先発掘・紹介 ④商談設定・アテンド ⑤展示会・見本市・商談会出展支援 ⑥相談者のニーズに応じた現地専門家紹介
B-16,しまね知的財産総合支援センター,しまね知的財産総合支援センター〔（一社）島根県発明協会 （公財）しまね産業振興財団〕<br />TEL 0852-60-5145 0852-60-5146,知的財産に関する総合的な相談、支援窓口です,１．窓口相談・専門家派遣 事業内容知的財産権に関する悩みや課題をワンストップで解決できる支援を行います。課題等を受け付けその場で解決を図る窓口支援担当者、困難な課題等に対しては、知財専門家を活用して窓口支援担当者と共同で解決を図るお手伝いをします。また、しまね産業振興財団の各種支援制度への橋渡しもいたします。県内中小企業等の知的財産部門としてご活用下さい。 主なサービス内容窓口相談 窓口支援担当者が相談に応じます。出願から登録までの手続き、特許電子図書館の検索指導等、契約やライセンスなど知的財産に関するあらゆる課題を解決します。専門家派遣 要望があれば、課題等のニーズを踏まえて中小企業等を訪問します。２．出願前先行技術調査 対象者 県内の企業等 事業内容簡易型先行技術調査発明又は考案に関する特許文献の抽出、商用データベースを使用して案件に関する文献の要約を抽出し報告します。総合型先行技術調査国内外の特許文献や論文等各種データを使用して、案件に関する特許文献等のスクリーニングを行い、関連度の高い特許文献抽出、抽出された文献と案件の対比判断を行い、調査結果を総合判断し報告します。いずれも有料で行っています。詳しい事はお問い合わせ下さい。
B-17,労働相談窓口（国・県）,島根労働局総合労働相談コーナー（厚生労働省島根労働局雇用環境・均等室）<br />TEL 0852-20-7009<br />松江総合労働相談コーナー（松江労働基準監督署内）<br />TEL 0852-31-1166<br />出雲総合労働相談コーナー（出雲労働基準監督署内）<br />TEL 0853-21-1240<br />浜田総合労働相談コーナー（浜田労働基準監督署内）<br />TEL 0855-22-1840<br />益田総合労働相談コーナー（益田労働基準監督署内）<br />TEL 0856-22-2351,労働問題に関する相談に,○国（総合労働相談コーナー） 対象者 労働者、使用者ほか 事業内容 労働問題・労働に関するあらゆる分野のご相談に対応します。・個別労働紛争（個々の労働者と事業主との民事的なトラブル）については、労働局長の助言・指導または紛争調整委員会のあっせんにより、紛争解決へ向けてのお手伝いをします。
B-17,労働相談窓口（国・県）,島根県商工労働部雇用政策課 労働福祉グループ <br />TEL 0852-22-6557（専用ダイヤル）<br />ホームページ http://www.pref.shimane.lg.jp/rodoseisaku/<br />（Eメールによる相談の専用フォームを設けています）<br />島根県労働委員会事務局<br />TEL 0852-22-5450<br />ホームページ http://www.pref.shimane.lg.jp/rodoiinkai/<br />Eメールによる相談も可能です<br />rodoi@pref.shimane.lg.jp, ,○県 対象者 労働者、使用者ほか 事業内容 労働に関する諸問題について、労働相談員等が相談に応じます。・内容：労働組合、賃金･退職金、労働時間、労使紛争の解決（※）等に関すること。・相談日：原則、毎週月･水･金曜日※なお、県には労働相談窓口とは別に、労働委員会において、労働条件その他労働関係に関する個々の労働者と使用者との間の紛争について、公益側・労働者側・使用者側それぞれの立場を代表する委員が三者一体となって紛争解決のための助言やあっせんを行う制度があります。あっせんにおいては、委員が双方の主張を聞き、歩み寄りによる解決のお手伝いをします。また、労働組合など労働者の団体と使用者との間の労働争議について、労働委員会が調整を行う制度もあります。
B-18,島根県職業能力開発協会,島根県職業能力開発協会< 島根職業能力開発サービスセンター＞ <br />TEL 0852-26-9331 <br />FAX 0852-22-3404<br />ホームページ http://www.noukai-shimane.or.jp,能力開発のプランづくりをお手伝いします,企業の継続的発展のためには、従業員の能力を最大限に活かすことが必要です。 事業内容・キャリア診断サービス 無料・キャリア形成（人材育成・能力開発）支援に係る助言・指導・キャリア形成支援の普及啓発、各種情報の提供・職業能力開発推進者選任の受付け及び推進者を対象とした講習の実施☆人材育成コンサルタント、キャリア形成サポーター・キャリア開発アドバイザーがお手伝いします。
B-19,（独)高齢・障害・求職者雇用支援機構（高年齢者雇用アドバイザー）,（独）高齢・障害・求職者雇用支援機構島根支部高齢・障害者業務課 <br />TEL 0852-60-1677 <br />FAX 0852-60-1678<br />厚生労働省島根労働局職業安定部 職業対策課<br />TEL 0852-20-7022 <br />FAX 0852-20-7025,高齢者を活かす相談に,事業主や事業主団体の方々に対し、専門の高年齢者雇用アドバイザーが企業診断システムの活用や企画立案サービスの提供などにより、賃金・処遇・職場改善などの条件整備に関する相談・援助等を行います。
B-20,外国人労働者の雇用管理等に関する相談支援,各公共職業安定所（ハローワーク）厚生労働省島根労働局職業安定部 職業対策課 <br />TEL 0852-20-7021 <br />FAX 0852-20-7025,雇用管理に関するアドバイスを行います,外国人労働者の雇用管理や職業生活上の課題などについて相談に応じるため、「外国人雇用管理アドバイザー」を配置しています。 相談の依頼があった場合には事務所にアドバイザーを派遣し、雇用管理の問題点等を把握・分析し、効果的な改善策を提案します。
B-21,（公財）産業雇用安定センター ,公益財団法人 産業雇用安定センター 島根事務所 <br />TEL 0852-27-1151 <br />FAX 0852-27-1180<br />ホームページ http://www.sangyokoyo.or.jp,企業間の出向・移籍( 転籍) の相談に,対象者 企業及び従業員 事業内容全国ネットを通じて出向・移籍（転籍）についての相談、人材情報（求人・求職）の収集及び提供を行っています。再就職のためのキャリアカウンセリングや委託訓練を行っています。※情報の提供、相談、斡旋等の費用はかかりません。 インターネットで最新の人材情報（求人・求職）を提供しています。
B-22,（独）労働者健康安全機構島根産業保健総合支援センター ,独立行政法人労働者健康安全機構 島根産業保健総合支援センター<br />〒690-0003 島根県松江市朝日町477-17明治安田生命松江駅前ビル７階<br />TEL 0852-59-5801 <br />FAX 0852-59-5881<br />・松江地域窓口（松江地域産業保健センター） <br />〒690-0048 松江市西嫁島2-2-23 <br />TEL 0852-23-2972 <br />FAX 0852-23-2978<br />・出雲地域窓口（出雲地域産業保健センター） <br />〒693-0023 出雲市塩冶有原町2-19 <br />TEL 0853-21-1225 <br />FAX 0853-21-1225<br />・浜田地域窓口（浜田地域産業保健センター）<br />〒697-0021 浜田市松原町277-8 <br />TEL 0855-22-0967 <br />FAX 0855-23-6192<br />・益田地域窓口（益田地域産業保健センター） <br />〒699-3676 益田市遠田町1917-2 <br />TEL 0856-31-0545 <br />FAX 0856-31-0543,産業保健に関する相談・情報提供をしています。（無料）,相談について産業医、衛生管理者、産業看護職、事業場内メンタルヘルス推進担当者等産業保健スタッフ、事業主、人事労務担当者等からの産業保健に係る専門的な相談に専門家である産業保健相談員が対応いたします。相談は面談・電話・メール・ファックスにより応じます。また、専門的な支援が必要な場合には、産業保健相談員が事業場を訪問し、産業保健スタッフ等からの相談（実地相談）に対応し、必要な助言を行います。 情報提供について産業保健に関する図書・ビデオ・DVDをセンター内に常備しています。このうち図書については、貸出が可能です。ただし、ビデオ・DVDについては貸出ができませんので、事務所内での視聴に限ります。また、定期的に情報誌「産業保健21」の配布やメールマガジンの配信も行っています。 下欄の各地域窓口では、労働者50人未満の事業場に対して、登録産業医・登録保健師等からの健康相談・健康指導等の産業保健サービスを提供しています。
B-23,（独)高齢・障害・求職者雇用支援機構 島根支部島根障害者職業センター ,独立行政法人高齢・障害・求職者雇用支援機構島根支部島根障害者職業センター<br />TEL 0852-21-0900 <br />FAX 0852-21-1909<br />E-mail shimane-ctr@jeed.or.jp<br />ホームページ http://www.jeed.or.jp/location/chiiki/shimane/32_shimane_service2.html,障がい者の雇い入れ、雇用継続、職場復帰のために,対象者 雇用保険適用事業主 事業内容 障害者職業センターでは、障がい者雇用の相談や情報提供、社員教育・啓発のための社内研修への講師派遣を行うほか、障がい者の雇用に関する事業主のニーズや雇用管理上の課題を分析し、「事業主支援計画」を作成して、専門的な助言・援助を体系的に行います。【障害者雇用に係る提案書】 障がい者に従事可能性のある職務創出のための職務分析を実施し、障がい者の職務内容、職務の構築例、想定される雇用形態、職場環境整備に関する助言、事業主へのサポート体制等を内容とした「障害者雇用に係る提案書」を作成して、具体的な障がい者の雇い入れ計画の立案を支援します。【ジョブコーチによる支援】 知的障がい者、精神障がい者、発達障がい者等が円滑に職場に適応することができるよう、ジョブコーチを事業所に派遣し、障がい者及び事業主に対して、障がい特性を踏まえた直接的・専門的な支援を行います。【職場復帰支援】 メンタル不調により休職中の従業員が円滑に職場復帰を進めていくための支援を行います。①職場復帰のコーディネイト休職従業員・事業主・主治医との相談等を通じて、職場復帰に向けた活動の進め方や目標について、３者の合意形成を図ります。②リワーク支援「リワーク支援計画」に基づき、休職従業員に対して、センター内での作業や講習を通じて、生活リズムの立て直し、集中力・持続力の向上、体調の自己管理、ストレス対処等の適応力向上の支援を行います。また、事業主に対して、職場の受入体制の整備（復職計画の策定、上司、同僚等の啓発等）についての支援を行います。なお、必要に応じて、復職予定の職場での作業体験（リハビリ出勤）による復職前のウォーミングアップを行い、職場復帰につなげていきます。※上記のいずれも利用は一切無料です。
B-24,島根県中高年齢者就職支援窓口ミドル・シニア仕事センター ,ミドル・シニア仕事センター松江 <br />TEL 0852-61-6111<br />ミドル・シニア仕事センター浜田 <br />TEL 0855-25-5111,人材確保を支援します,事業内容中高年齢者の就職促進、県内企業等の人材確保を支援するため、就職等に関する総合相談、無料職業紹介、セミナー開催、就職後のフォローアップ等を行います。各事業所様からの求人を随時受け付けております。※島根県から一般社団法人島根県労働者福祉協議会に委託して実施 窓口 ミドル・シニア仕事センター松江（松江市御手船場町557.7労働会館３Ｆ） ミドル・シニア仕事センター浜田（浜田市田町1655番地第２オリンピアビル１F）
B-25,こころほっとライン（0120－565－455）,厚生労働省島根労働局労働基準部 健康安全課 <br />TEL 0852-31-1157,働く人のメンタルヘルス不調や過重労働による健康障害に関する電話相談窓口,事業内容労働者やご家族、企業の方々からの相談を無料でお受けします。（携帯、PHSからも通話無料でご利用いただけます）なお、相談者に対しては、相談内容を踏まえ、制度の説明や適切な機関への相談などの助言を行います。受付日時にご注意ください。月・火 17時～22時、土・日 10時～16時 （祝日、年末年始を除く） お受けできる相談例①働く人のメンタルヘルス不調こころの悩み、人間関係の悩み、仕事の悩みについて②ストレスチェック制度ストレスチェックの受検、結果の評価とセルフケア、医師による面接指導を受けることについての助言、事業場内における情報管理とプライバシー保護、ストレスチェックをめぐる不利益な取扱いなどについて③過重労働による健康障害長時間労働による健康への影響、事業場における健康管理の状況、長時間労働の削減などの対策について
B-26,島根県最低賃金総合相談支援センター,島根県最低賃金総合相談支援センター <br />TEL 0120-222-469<br />厚生労働省島根労働局雇用環境・均等室 <br />TEL 0852-20-7007,最低賃金引き上げの影響が大きい中小企業を支援するために,最低賃金の引上げに向けた環境整備を図ることを目的として、経営管理や労務管理などの専門家による無料相談等のワン・ストップサービスを提供します。 対象者中小企業・小規模事業者 事業内容島根県最低賃金総合相談支援センターが費用負担無しに次の業務を行います。ア 経営課題及び労働条件管理の相談業務イ 労働条件管理に係る専門家派遣業務 相談例①販路開拓②新規事業展開③技術指導④マーケティング⑤賃金制度・労働時間の見直し⑥労働安全衛生対策の見直し⑦就業規則（賃金規定等）の作成⑧業務改善助成金などのご案内
B-27,島根県立図書館 ビジネス・就業支援コーナー,島根県立図書館 ビジネス・就業支援コーナー <br />TEL 0852-22-5739 <br />FAX 0852-27-3458<br />E-mail tosyokan@pref.shimane.lg.jp<br />ホームページ http://www.library.pref.shimane.lg.jp/,起業や企業活動に必要な資料、情報を提供しています,対象者全県民 事業内容県立図書館では、約82万冊の資料を所蔵しています。こうした資料の中から、ビジネス・就業に役立つ資料を集めたコーナー「ビジネス・就業支援コーナー」を設置しており、起業、企業経営、就業規則作成など、企業活動に必要な図書、雑誌、新聞などを幅広く提供しています。また、日経テレコンや市場情報評価ナビ「MieNa（ミーナ）」をはじめ、各種データベースを取りそろえており、無料で利用することができます（複写については、有料となります[白黒20円カラー100円]）県立図書館に資料がない場合などは、国立国会図書館をはじめ、全国の図書館から資料やコピーを取り寄せることも可能ですので、是非、お問い合わせ、ご相談ください。◆県立図書館で所蔵しているデータベース市場情報評価ナビ「ミーナ」 商圏分析データベース。人口、年収ごとの分布などを収録自店の商圏、ターゲット地域や起業の立地候補、競合店の市場比較などが可能日経テレコン21 1975年以降の日本経済新聞、日経産業新聞、日経流通新聞の記事検索が可能。プリントアウトも可D1-Law.com 約22万件の判例および判例趣旨の検索が可能官報情報検索 1947年５月３日以降の官報の検索が可能聞蔵Ⅱ 1945年以降の朝日新聞の記事検索が可能『週刊朝日』(2000年４月以降)『AERA』(1988年５月以降)の記事も閲覧可 
C-01,経営・技術基盤強化支援事業（エキスパートバンク）,島根県商工会連合会 エキスパートバンク事務局 <br />TEL 0852-21-0651<br />お近くの各商工会議所、各商工会,技術技能の習得、課題解決に,対象者小規模事業者、創業予定者 事業内容技術や技能の専門家を貴社に派遣し、具体的、実践的に指導・助言を行います。登録している専門家の業種は次のとおりです。◎製 造 業／家具、木工、機械、和洋菓子、縫製加工、洋服仕立、洋裁◎卸小売業／店舗管理、照明、販売技術（営業、包装技術／接客／POP広告）◎サービス業／理容・美容（着付・ヘアー）、和・洋・中華料理、クリーニング◎デザイン業／衣装デザイン、パッケージデザイン、グラフィックデザイン（印刷物総合）◎その他／ＩＴ関連、経営コンサルタント、特許 等
C-02,事業継続力強化アドバイザー派遣事業,お近くの商工会議所・商工会,事業承継等による事業の継続を支援する民間のアドバイザーを派遣します,対象者１．一般枠経営計画を策定し、自律的に事業活動を行う意欲ある中小企業者等で、経営革新、地域資源活用、雇用創出、新分野進出等の取組み、起業・創業など将来性のある取組みを行う者※要件については、各市町村と商工団体が協議のうえ設定しますので、お近くの商工団体にお問い合わせください。２．事業承継枠事業承継により事業の継続を図る60歳以上の経営者もしくは後継予定者事業価値の高い知的資産等（技術、ブランド、特殊な資格・許認可、優良得意先等）をもつ中小企業者 事業内容事業の継続を図る取組みについて、経営等に関する専門的なアドバイスを必要としている方に、アドバイザーを無料で派遣します。
C-03,ミラサポ（専門家派遣事業）,お近くの商工会議所・商工会島根県中小企業団体中央会、公益財団法人しまね産業振興財団、島根県商工会連合会,ITクラウドを活用し経営改革支援、情報提供、マッチング支援等を提供します,事業内容中小企業庁が運営する中小企業・小規模事業者支援ポータルサイト「ミラサポ※」により、登録専門家（中小企業庁認定）の派遣を行っています。「ミラサポ」では分野ごとの専門家データベースが整備されており、ユーザーが自らの課題に応じた専門家を選択し、派遣を依頼することができます（専門家派遣のご利用には、「ミラサポ」への会員登録が必要です）。※「ミラサポ」ホームページアドレス https：//www.mirasapo.jp/専門家派遣にあたっては、まず「地域プラットフォーム※」もしくは「よろず支援拠点（しまね産業振興財団）」にご相談いただき、無料の経営相談を受けていただく必要があります。※地域プラットフォームとは経済産業省が認定した、地域の複数の支援機関（金融機関、商工団体、中小企業支援団体など）の連携体です。本県では「島根県中小企業支援プラットフォーム」が設置されており、構成機関は以下のアドレスでご確認いただけます。 https：//www.mirasapo.jp/regionplatform/index.html
C-04,きょうかいスキルアップサポート(専門家派遣)事業,島根県信用保証協会本店 <br />松江市殿町105 <br />TEL 0852-22-2837<br />出雲支店 <br />出雲市大津新崎町2-24 <br />TEL 0853-21-4998<br />浜田支店 <br />浜田市殿町83-50 <br />TEL 0855-22-0833<br />益田支店 <br />益田市あけぼの本町10-6 <br />TEL 0856-22-4567<br />ホームページ URL http://www.shimane-cgc.or.jp/,目標の実現や課題解決に向けたお手伝いをします。,経営、技術、人材、情報等の各種課題に対し、専門的な知識と経験を有するスキルアップサボーター（専門家）を派遣し、目標の実現や課題解決に向けたお手伝いをさせていただく事業です。【事業の概要】①県内に事業所もしくは住所を有し、保証対象業種を営んでいる中小企業者が対象となります。また、これから新たに事業を始められる方、現在当協会のご利用が無い方でも対象となります。②スキルアップサポーターがお客様の事業所まで直接出向き、協会職員も一緒になってスキルアップに向けた活動に取り組みます。③スキルアップサポーターへの相談料・診断料は無料です。 ※派遣回数等の詳細についてはお問い合わせください。【例えばこんな時…】○人気の出るメニューを一緒に考えてほしい○POPを作って、売上を伸ばしたい○商品の演出方法や店舗レイアウトを見直したい○効果的なHPを作りたい【スキルアップサポーターにはこんな専門家がいます！】○中小企業診断士○装飾展示技能士○接客指導者○コーチング指導者○ITコーディネーター他
C-05,中小企業労働施策アドバイザー派遣(働き方の見直し促進事業) ,島根県商工労働部雇用政策課 労働福祉グループ <br />TEL 0852-22-5298<br />島根県中小企業団体中央会 総務課 <br />TEL 0852-21-4809,労務管理改善の相談に,中小企業等へ、労務管理全般について専門的な知識を有するアドバイザーを派遣して、労働時間、休日・休暇、仕事と生活の調和推進や、就業規則、人事考課制度など労務管理全般に関する助言と豊かなライフスタイル創造を促す情報提供を行い、労働者が働きやすい職場環境の整備を促進します。 対象者県内中小企業事業主 内容アドバイザー派遣県内中小企業事業主等からの要請により専門的アドバイザー（社会保険労務士）を派遣し、助言、相談及び情報提供を行います。・就業規則の作成・見直しに関する相談及び情報提供・労務改善事例等を活用した助言及び指導・継続雇用制度における賃金等について助言及び指導・ワーク・ライフ・バランス推進・各種助成金制度の紹介・その他労務管理全般 費用 無料
C-06,食品産業収益力強化支援事業,島根県しまねブランド推進課 加工食品グループ <br />TEL 0852-22-5284 <br />FAX 0852-22-6859,〔しまね食品産業総合支援〕営業力を強化し、販路拡大を目指す事業者を支援します,販路拡大に向けた社内の営業体制確立を目指す事業者に、営業力強化専門員を派遣します。 対象者県内食料品・飲料品製造事業者 事業内容営業力を強化したい企業に対し営業の専門家を１年を通じて派遣し、営業戦略の立案や営業マンのスキルアップについてアドバイスを行います。①相談及びアドバイス 個別の打合わせ、また事業者を直接訪問して実施します。②商談指導 専門家の同行商談または事前、事後の商談指導を実施します。 費用負担なし、ただし社員の出張経費はご負担いただきます。 募集時期４月～５月
C-07,６次産業化アドバイザー派遣事業,島根県しまねブランド推進課 ６次産業推進スタッフ <br />TEL 0852-22-5283 <br />FAX 0852-22-6859,～６次産業に関わる各種課題解決をサポートします～,対象者県産の農林水産物を原材料として６次産業化に取り組む県内の農林漁業者・団体、商工事業者・団体、地域活動事業者・団体等（県、市町村含む）。 事業内容島根県産の農林水産物を原材料として６次産業化に取り組む活動において、生産から加工・販売の課題解決に向けた専門家（生産、加工、流通、マーケティング等）の派遣の支援を行います。 派遣回数１団体あたり原則３回を上限とします。 支援内容専門家派遣に伴う報償費・旅費を県が支援します。
C-08,ものづくりアドバイザー派遣,公益財団法人しまね産業振興財団 経営支援課 総合相談グループ <br />TEL 0852-60-5115 <br />E-mail con@joho-shimane.or.jp,製造業の抱える個別課題解決をサポートします,対象者島根県内に本社・支社・工場等の事業拠点を有するものづくり企業 事業内容ものづくり産業企業がQCD向上等競争力を強化する取り組み（下記のような派遣事業テーマ）を実施する場合に、専門的な資格を有する方（中小企業診断士、技術士、ITコーディネーター、情報処理技術者等）や大学関係者、専門性の高い業務実績を相当程度有する方を専門家として派遣します。 派遣事業テーマ（1）生産技術革新（生産管理・生産現場改善、生産性向上、IT導入）（2）技術力強化（新技術開発・技術改良）（3）販路開拓（新分野進出含む）（4）海外展開（5）創業・再チャレンジ（6）事業承継※いずれも専門家の支援が必要な内容に限ります。 派遣回数（1）個別企業への派遣・１社当たり年間24時間、６回以内（標準所要回数４時間／回）（2）企業グループへの派遣・各個別企業枠とは別に合計６回まで（１回あたり８時間以内）
C-09,ECO アドバイザー派遣事業（島根県地球温暖化対策協議会事業者部会事業）,島根県中小企業団体中央会 <br />TEL 0852-21-4809 <br />FAX 0852-26-5686,環境・エネルギーの専門家を派遣します,対象者しまねストップ地球温暖化宣言事業者（島根県内に事業所を置く、組合・中小企業者等） 事業内容コスト削減を目的とした省エネ活動の推進（設備改善・運用改善）、環境配慮型経営等に関する相談、助言について、専門的知識を有する「ECOアドバイザー」を企業に派遣します。アドバイザーの適切な助言等により、企業における環境への取り組みを推進し、CO２排出量の削減に努めます。 派遣回数原則として１テーマ年間３回までとします。 ECOアドバイザーの選定当会に登録している方を派遣します。
D-01,戦略的取引先確保推進事業,公益財団法人しまね産業振興財団 販路支援課 取引支援グループ <br />TEL 0852-60-5114 <br />E-mail shinko@joho-shimane.or.jp,自社製品・技術の販路（取引先）拡大に,対象者自社で開発した製品・技術を保有する企業及び県内製造業（主に機械・電気・樹脂） 事業内容戦略的取引先の確保推進策として県内製品・技術の販路拡大のため、首都圏等で開催される専門展示会と「特定企業に対しての商談の場」としての商談会への出展活動を支援する。平成28年度計画○財団ブースによる展示会出展・「NEW環境展」 （東京） 5/24～5/27・「機械要素技術展」（東京） 6/22～6/24・「関西機械要素技術展」（大阪）10/5～10/7・「名古屋機械要素技術展」（名古屋）Ｈ29.4月予定(Ｈ28年度中に広報予定）○各種専門展示会出展に対する助成 助成率：１／２、上限：300千円、 企業グループによる出展 助成率：１／２、上限900千円 対象経費：小間料、装飾費、運送費、旅費○商談会開催・「中国五県合同商談会」 （鳥取） 9/8・「関東圏広域取引商談会」 （東京） 6/22※その他の商談会開催については、詳細が決まり次第HP等にて広報いたします。
D-02,県産品販路拡大支援,島根県しまねブランド推進課加工食品グループ <br />TEL 0852-22-5284農林水産品グループ <br />TEL 0852-22-5122 <br />FAX 0852-22-6859,〔しまね食品産業総合支援〕県外等での販路開拓を支援します,１．島根フェアの開催 対象者県内事業者 事業内容主要消費地の百貨店・スーパーマーケット等に対して、島根県産品の提案をしていくとともに、「島根フェア」の開催等を通じて小売店での商品の定番化を進めていきます。２．県内商談会の開催 対象者県内の食品（農林水産物、酒類含む）製造企業、団体等事業内容県内の小売店、飲食店、卸売業者等に対し商品提案する機会を設けます。 費用負担出展費用は県が負担 出展予定社数（島根県出展社）約70社 開催時期平成29年３月予定３．県外商談会出展への支援 対象者県内事業者等 事業内容首都圏等で開催される商談会への出展を支援します。 費用負担出展費用は県が負担しますが、一部出展者負担金が必要です。４．ネット販売への支援 対象者 県内事業者 事業内容（1）WEB物産展の開催楽天市場にてWEB物産展を開催。また、楽天市場出店者を対象に勉強会を開催し、技術の向上を図ります。① 費用負担無料② 開催予定時期WEB物産展 平成28年10月頃  勉強会  平成28年９月頃、平成29年２月頃の２回開催を予定（2）楽天大学島根県特別講座受講料支援楽天株式会社が運営するWEB 講座「楽天大学」を県内で現地開催し、技術の向上と事業者同士のネットワークづくりを支援します。① 費用負担  受講料の半額を県が負担（最大20社）② 開催予定時期  平成28年８月～10月（計４回開催）
D-03,アンテナショップの活用,島根県しまねブランド推進課 物産企画グループ <br />TEL 0852-22-5128 <br />FAX 0852-22-6859,情報発信、商品モニタリングの場として活用してください,対象者販路開拓を目指す県内企業市町村、学校、商工団体等各種団体 事業内容１．島根県物産観光館の活用数多くの県産品を展示販売しています。県内での消費動向把握等の場として活用ください。また、新商品等のPR及びテスト販売の場としても活用してください。①所在地及び連絡先松江市殿町191番地<br />TEL 0852－22－5758／<br />FAX 0852－25－6785②施設概要「島根県物産観光館」のホームページをご覧ください。http：//www.shimane-bussan.or.jp２．にほんばし島根館の活用首都圏への販路開拓や消費動向把握等の場として活用ください。また、島根の総合的な情報発信拠点として、商品の背景にある地域文化や歴史などの紹介の場としても活用してください。①所在地及び連絡先東京都中央区日本橋室町１－５－３ 福島ビル１F<br />TEL 03－5201－3310／<br />FAX 03－5201－2130②施設概要「にほんばし島根館」のホームページをご覧ください。http：//www.shimanekan.jp/
D-04,合同企業説明会・面接会 ,（公財）ふるさと島根定住財団 （ジョブカフェしまね）<br />TEL 0852-28-0694  <br />FAX 0852-28-0692 <br />E-mail newjobcafe@teiju.or.jp <br />URL http://www.gogo-jobcafe-shimane.jp/ <br />URL http://www.teiju.or.jp/,新規大学等卒業者やＵＩターン希望者の人材確保に ,島根県、各地域の雇用推進団体及びジョブカフェしまねなどが連携して合同企業説明会・面接会を開催します。 同説明会では、大学・短期大学・高等専門学校・専修学校等の学生の方や卒業して未就職の方などを対象に、県内企業に関する情報を提供するとともに、面接・企業説明の機会を設けることにより、県内企業の人材確保の取り組みを支援します。
D-05,開発ソフトウェア・サービス販路拡大支援事業,公益財団法人しまね産業振興財団 しまねソフト研究開発センター（ITOC） <br />TEL 0852-61-2225 <br />E-mail itoc@s-itoc.jp,自社のソフトウェア・サービス等の販路拡大を支援します,事業内容県内ＩＴ企業が開発した独自ブランドのソフトウェアやサービス等を中期的な計画に基づいて販路拡大・新規顧客開拓を行う際の県外展示会・セミナー出展・県外旅費等の経費の一部を助成します。 対象事業・県外で開催される展示会、セミナー等への出展・県外で自社が開催するセミナー、商談会等・インターネット上での仮想展示スペース利用、販売計画に基づく県外旅費等 助成内容１）助成率：対象経費の１／２以内２）助成期間：交付決定日から１年以内３）助成限度額：150万円以下４）対象経費：小間料、会場借上料、装飾費、設営費、旅費、アシスタント費、インターネット上での広告経費、コンサルティング経費、市場調査費等※H28年度より対象を直近３か年以内にプレスリリース等を行っているソフトウェア・サービスとします。
E-01,地域産業資源活用事業,中国経済産業局経営支援課 <br />TEL 082-224-5658 <br />FAX 082-224-5643,地域資源を活用した新商品・新サービスの事業に対する支援,事業内容「中小企業による地域産業資源を活用した事業活動の促進に関する法律」（中小企業地域資源活用促進法）に基づいて、中小企業者等が、地域資源を活用した商品・サービスの開発・販路開拓を行う「地域産業資源活用事業計画」を作成し、認定を受けると、補助金、低利融資等の各種支援を受けることができます。 対象者中小企業者等が地域資源を活用した新商品・新サービスの開発・販路開拓を行う「地域産業資源活用事業計画」を作成し、国の認定を受けた者。 支援施策の内容１．ふるさと名物応援事業補助金＜地域産業資源活用事業＞（１）補助対象認定を受けた計画に従った試作品開発、展示会出展等に係る費用の一部（２）補助率補助対象経費の３分の２以内（３）補助限度額500万円２．マーケティング等の専門家による支援（新事業創出支援事業）事業計画作成から試作品開発、販路開拓まで専門家による一貫した支援が受けられます。３．政府系金融機関による低利融資４．信用保証の特例５．中小企業投資育成株式会社法の特例なお、個別の支援施策ごとに支援機関の審査や確認が必要となる場合があります。 計画作成の支援について制度の詳細や、計画の作成等については、中国地域活性化支援事務局（中小企業基盤整備機構中国本部連携推進課）へご相談ください。<br />TEL 082－502－6689 <br />FAX 082－502－6690
